network_code,receiver_code,receiver_type,receiver_latitude,receiver_longitude,receiver_elevation_m,p_arrival_sample,p_status,p_weight,p_travel_sec,s_arrival_sample,s_status,s_weight,source_id,source_origin_time,source_origin_uncertainty_sec,source_latitude,source_longitude,source_error_sec,source_gap_deg,source_horizontal_uncertainty_km,source_depth_km,source_depth_uncertainty_km,source_magnitude,source_magnitude_type,source_magnitude_author,source_mechanism_strike_dip_rake,source_distance_deg,source_distance_km,back_azimuth_deg,snr_db,coda_end_sample,trace_start_time,trace_category,trace_name
II,ABPO,BH,-19.018,47.229,1528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 19:43:42,noise,ABPO.II_20180115194342_NO
NC,BPRB,HN,36.40721,-121.73067,738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-04 13:13:00,noise,BPRB.NC_201806041313_NO
AV,AKRB,BH,54.1292,-166.0708,334.0,400.0,manual,0.5,48.150001525878906,4057.0,manual,0.5,606631746,2015-01-31 20:47:10.67,0.68,56.5536,-169.0829,1.2719,36.518,6.01537,6.8,,5.2,mw,,,2.98,330.65,143.4,[33.5        31.60000038 34.29999924],[[5900.]],2015-01-31 20:47:54.820000,earthquake_local,AKRB.AV_20150131204753_EV
AK,BPAW,BH,64.099701,-150.987305,619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 10:15:18,noise,BPAW.AK_20180115101518_NO
HV,AHUD,EH,19.371567,-155.263462,1051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-07-24 01:53:00,noise,AHUD.HV_201107240153_NO
AV,AUL,BH,59.3823,-153.4357,360.0,600.0,manual,1.0,5.014999866485596,948.9,manual,0.75,ak012dyze9sb,2012-10-30 13:47:27.793000,,59.3856,-153.8836,0.71,,0.0,11.3,0.2,2.0,ml,,,0.227,25.46,270.82,[31.         33.40000153 33.29999924],[[1740.]],2012-10-30 13:47:26.808000,earthquake_local,AUL.AV_20121030134725_EV
AE,319A,HH,31.3757,-109.2809,1187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-18 09:14:00,noise,319A.AE_201704180914_NO
GL,AMC,HH,16.04768,-61.665901,1346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 13:36:12,noise,AMC.GL_20180115133612_NO
HV,AHUD,EH,19.371567,-155.263462,1051.0,620.0,autopicker,0.87,1.2899999618530271,744.0,autopicker,0.68,hv70442832,2018-07-18 23:54:56.040000,,19.4095,-155.26151,,,,0.9,,2.24,ml,,,0.03778,4.2,3.0,[29.10000038 31.70000076 33.90000153],[[1736.]],2018-07-18 23:54:51.130000,earthquake_local,AHUD.HV_20180718235450_EV
HV,AHUD,EH,19.371567,-155.263462,1051.0,796.0,autopicker,0.59,1.1200000047683716,897.0,autopicker,0.67,hv70451357,2018-07-20 18:31:36.350000,,19.40333,-155.25317,,,,2.11,,2.19,md,,,0.03306,3.68,18.0,[14.39999962 12.30000019 15.39999962],[[1996.]],2018-07-20 18:31:29.510000,earthquake_local,AHUD.HV_20180720183128_EV
AU,AS31,BH,-23.666,133.904007,607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 12:45:06,noise,AS31.AU_20180116124506_NO
C1,AP01,HH,-18.3708,-70.3419,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 02:55:42,noise,AP01.C1_20180116025542_NO
PB,B018,EH,46.9795,-123.0203,10.0,500.0,manual,0.95,8.579999923706055,1187.0,manual,0.93,uw10751828,2008-05-28 23:05:31.680000,,46.7048333,-122.4653333,0.11,122.0,0.5,16.28,1.24,1.1,md,UW,,0.4697,52.2,126.1,[15.39999962 14.60000038 11.89999962],[[3199.]],2008-05-28 23:05:35.260000,earthquake_local,B018.PB_20080528230534_EV
US,AHID,BH,42.7654,-111.1004,1960.0,700.0,manual,0.5,21.81999969482422,2357.0,autopicker,0.55,607262527,2015-04-09 16:37:11.89,0.9,41.689,-110.6047,1.3938,35.587,4.61878,0.0,,2.6,ml,,,1.14,126.37,341.3,[18.70000076 24.10000038 24.60000038],[[5900.]],2015-04-09 16:37:26.710000,earthquake_local,AHID.US_20150409163725_EV
TA,A21K,BH,71.3221,-156.6175,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-01 13:39:00,noise,A21K.TA_201702011339_NO
AV,AMKA,BH,51.3771,179.3,116.0,600.0,manual,0.45,19.979999542236328,2057.0,manual,0.49,usb000s56v,2014-08-21 22:24:33.000000,0.66,51.9303,178.4199,0.33,,,122.6,4.8,2.8,ml,,,0.77946,86.52,314.954,[39.29999924 33.20000076 26.10000038],[[3119.]],2014-08-21 22:24:46.980000,earthquake_local,AMKA.AV_20140821222446_EV
EC,ANTS,HH,-0.4973,-78.170403,4580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 20:27:48,noise,ANTS.EC_20180115202748_NO
AV,AKMO,BH,54.0903,-166.0126,277.0,500.0,manual,0.78,18.32999992370605,1809.0,manual,0.0,usc000tb18,2014-12-23 21:35:16.000000,1.44,54.1483,-164.4766,0.71,194.0,,68.0,8.5,2.7,ml,,,0.90607,100.57,86.945,[22.         21.89999962 15.30000019],[[3077.]],2014-12-23 21:35:29.330000,earthquake_local,AKMO.AV_20141223213529_EV
TA,A21K,BH,71.3221,-156.6175,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-08 07:41:00,noise,A21K.TA_201802080741_NO
HV,ALEP,EH,19.541178,-155.644036,2894.0,501.0,autopicker,0.87,3.319999933242798,722.0,autopicker,0.84,hv60916421,2015-05-04 20:10:10.380000,,19.43067,-155.60634,,,,1.58,,1.38,md,,,0.1155,12.86,163.0,[22.60000038 19.39999962 20.29999924],[[1886.]],2015-05-04 20:10:08.690000,earthquake_local,ALEP.HV_20150504201007_EV
C1,AP01,HH,-18.3708,-70.3419,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 11:09:54,noise,AP01.C1_20180115110954_NO
PB,B065,EH,36.743667,-121.474167,643.0,400.0,manual,0.67,4.309999942779541,724.0,manual,0.0,nc71531995,2011-03-03 15:26:40.240000,,36.9456667,-121.5455,0.25,48.0,0.53,3.73,0.94,0.7,md,NC,,0.2099,23.3,344.2,[21.         22.29999924 18.89999962],[[1378.]],2011-03-03 15:26:40.550000,earthquake_local,B065.PB_20110303152639_EV
IU,BILL,BH,68.0653,166.4531,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 06:02:36,noise,BILL.IU_20180115060236_NO
5H,BEAR,HH,37.528999,-78.287003,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 17:58:42,noise,BEAR.5H_20180115175842_NO
C1,AC06,HH,-27.357117,-70.354689,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 19:30:24,noise,AC06.C1_20180116193024_NO
PB,B065,EH,36.743667,-121.474167,643.0,800.0,manual,0.53,4.679999828338623,1146.0,manual,0.53,nc72105356,2013-11-11 09:02:22.700000,,36.61417,-121.22617,,,,3.98,,0.9,md,,,0.2378,26.42,123.1,[17.20000076 21.10000038 16.29999924],[[2320.]],2013-11-11 09:02:19.380000,earthquake_local,B065.PB_20131111090218_EV
PB,B081,HN,33.71117,-120.71417,1467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-26 00:56:00,noise,B081.PB_201409260056_NO
ET,BCRT,EH,35.766,-84.576,409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 15:33:06,noise,BCRT.ET_20180116153306_NO
AC,BCI,HH,42.3666,20.067499,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 08:51:18,noise,BCI.AC_20180115085118_NO
KZ,AKTO,BH,50.434799,58.016399,379.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 19:12:54,noise,AKTO.KZ_20180116191254_NO
C1,AC02,HH,-26.8355,-69.1291,3980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-24 10:50:00,noise,AC02.C1_201610241050_NO
NC,BBGB,HN,36.57848,-121.03957,1089.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11-17 05:44:00,noise,BBGB.NC_201011170544_NO
PB,B001,EH,48.04307,-123.13141,237.0,400.0,manual,0.95,6.429999828338623,909.0,manual,0.93,uw10738553,2007-12-28 23:34:27.880000,,48.3411667,-123.26,0.2,94.0,0.95,25.36,1.03,1.0,md,UW,,0.3105,34.5,343.9,[31.79999924 29.60000038 22.79999924],[[1583.]],2007-12-28 23:34:30.310000,earthquake_local,B001.PB_20071228233429_EV
ZQ,AAM2,HH,-26.473,27.491,1555.2,1004.8,autopicker,0.94,5.610000133514404,1103.8,autopicker,0.9,35717,2007-05-31 12:14:43.400,0.93,-26.35,27.717,0.4,169.0,3.9,2.0,,1.2,ml,,,0.2373,26.35,58.9013,[35.5        35.40000153 32.70000076],[[2405.]],2007-05-31 12:14:38.962000,earthquake_local,AAM2.ZQ_20070531121437_EV
AV,AKS,EH,54.1095,-165.6987,213.0,800.0,manual,0.7,11.104000091552734,1662.1,manual,0.7,ak19805373,2018-06-27 22:49:11.022000,,53.797,-165.3387,,,,56.5,,2.0,ml,,,0.378,42.05,146.01,[32.         33.09999847 41.70000076],[[2520.]],2018-06-27 22:49:14.126000,earthquake_local,AKS.AV_20180627224913_EV
AV,AKLV,BH,54.1618,-165.9576,551.0,600.0,manual,0.5,15.6899995803833,1920.0,autopicker,0.88,604159646,2014-03-12 07:38:47.05,1.46,53.2869,-165.6466,1.4281,166.679,,56.24,,3.5,mb,,,0.9,99.52,348.3,[44.29999924 52.5        39.29999924],[[4606.]],2014-03-12 07:38:56.740000,earthquake_local,AKLV.AV_20140312073855_EV
DK,ANGG,HH,65.616302,-37.6371,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 00:33:36,noise,ANGG.DK_20180116003336_NO
AE,113A,HH,32.7683,-113.7667,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-24 20:58:00,noise,113A.AE_201712242058_NO
PB,B901,EH,35.6897,-120.142,275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-07-27 19:11:00,noise,B901.PB_200907271911_NO
HV,ALEP,EH,19.541178,-155.644036,2894.0,800.0,manual,0.61,3.259999990463257,1009.0,manual,0.58,hv61258651,2016-05-12 08:39:40.770000,,19.4335,-155.62483,,,,3.53,,2.06,ml,,,0.1086,12.09,170.5,[42.29999924 39.5        39.40000153],[[2436.]],2016-05-12 08:39:36.030000,earthquake_local,ALEP.HV_20160512083935_EV
C1,AY03,HH,-47.253042,-72.590769,206.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 08:03:42,noise,AY03.C1_20180115080342_NO
PB,B065,EH,36.743667,-121.474167,643.0,500.0,manual,0.7,3.2799999713897705,743.0,manual,0.0,nc72594015,2016-02-19 06:37:30.820000,,36.87017,-121.59667,,,,6.58,,1.26,md,,,0.1604,17.79,322.2,[28.70000076 29.79999924 23.89999962],[[1647.]],2016-02-19 06:37:29.100000,earthquake_local,B065.PB_20160219063728_EV
HV,ALEP,EH,19.541178,-155.644036,2894.0,800.0,manual,0.58,2.7699999809265137,975.0,manual,0.58,hv60988186,2015-07-24 15:15:32.240000,,19.47533,-155.59317,,,,3.36,,0.66,md,,,0.0812,9.04,143.9,[20.10000038 16.39999962 19.20000076],[[2300.]],2015-07-24 15:15:27.010000,earthquake_local,ALEP.HV_20150724151526_EV
AE,BARN,HH,35.27668,-111.73571,2254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 02:14:24,noise,BARN.AE_20180115021424_NO
KR,ANVS,BH,42.78611,77.667221,1864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 21:09:29,noise,ANVS.KR_20180116210929_NO
NC,BPRB,HN,36.40721,-121.73067,738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-29 18:03:00,noise,BPRB.NC_201806291803_NO
HT,AGG,HH,39.021099,22.336,622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 17:37:42,noise,AGG.HT_20180115173742_NO
AK,ANM,BH,64.5646,-165.3732,338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-12-15 01:28:00,noise,ANM.AK_201412150128_NO
SN,AMD,EH,36.4526,-116.2818,775.4,500.0,manual,0.95,9.461750030517578,1200.979,manual,0.93,nn00396179,2012-10-19 07:08:24.503000,,36.3423,-116.8854,0.1249,272.46,0.0,4.1,4.2,0.3,ml,NN,,0.498,55.51,257.03,[22.60000038 32.59999847 19.60000038],[[1978.]],2012-10-19 07:08:28.964750,earthquake_local,AMD.SN_20121019070827_EV
AV,AKLV,BH,54.1618,-165.9576,551.0,799.0,autopicker,0.91,15.256999969482422,1929.0,autopicker,0.84,ak19875690,2018-07-16 08:24:06.293000,,53.5498,-165.2251,,,,57.4,,2.0,ml,,,0.749,83.44,145.07,[27.         22.79999924 20.        ],[[3090.]],2018-07-16 08:24:13.560000,earthquake_local,AKLV.AV_20180716082412_EV
ZQ,AAM1,HH,-26.427,27.423,1169.9,1056.1,autopicker,0.93,2.509999990463257,1175.1,autopicker,0.61,422474,2009-04-04 15:02:41.100,2.4,-26.422,27.474,1.0,100.0,4.2,2.0,,1.9,ml,,,0.0461,5.12,83.797,[35.79999924 35.20000076 36.59999847],[[2588.]],2009-04-04 15:02:33.049000,earthquake_local,AAM1.ZQ_20090404150232_EV
II,BRVK,BH,53.0581,70.2828,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 05:36:42,noise,BRVK.II_20180115053642_NO
AV,ANPB,EH,56.8016,-158.2829,658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 07:38:30,noise,ANPB.AV_20180116073830_NO
ZQ,AAM2,HH,-26.473,27.491,1555.2,976.2,autopicker,0.62,5.28000020980835,1359.2,autopicker,0.83,339706,2007-06-10 01:09:45.500,0.5,-26.339,27.706,0.2,263.0,5.1,2.0,,1.2,ml,,,0.235,26.09,55.3602,[16.89999962 20.79999924 20.89999962],[[3199.]],2007-06-10 01:09:41.018000,earthquake_local,AAM2.ZQ_20070610010940_EV
GO,AKH,HH,41.41,43.4929,1720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-06-07 20:32:00,noise,AKH.GO_201306072032_NO
II,ABPO,BH,-19.018,47.229,1528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 17:23:42,noise,ABPO.II_20180116172342_NO
PB,B058,EH,36.7995,-121.5808,114.2,800.0,manual,0.66,5.949999809265137,1241.0,manual,0.0,nc71792531,2012-05-28 05:42:41.160000,,36.6368333,-121.2571667,0.07,39.0,0.12,10.43,0.3,2.36,md,NC,,0.3063,34.09,122.1,[48.59999847 51.90000153 44.29999924],[[2190.]],2012-05-28 05:42:39.110000,earthquake_local,B058.PB_20120528054238_EV
AV,ACH,BH,58.21,-155.3281,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-14 08:16:00,noise,ACH.AV_201803140816_NO
PB,B039,EH,41.4667,-122.4847,924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-06-12 15:09:00,noise,B039.PB_201006121509_NO
AK,ATKA,BH,52.2016,-174.1975,55.0,600.0,manual,0.79,12.657999992370604,1618.3,manual,0.64,ak16605513,2017-08-02 23:53:14.578000,,51.8759,-173.349,,,,45.4,,2.0,ml,,,0.615,68.58,122.3,[ 3.5        14.69999981  3.4000001 ],[[3100.]],2017-08-02 23:53:21.236000,earthquake_local,ATKA.AK_20170802235320_EV
AV,AKGG,BH,54.1979,-165.9936,326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 01:57:36,noise,AKGG.AV_20180115015736_NO
AE,319A,HH,31.3757,-109.280899,1187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 01:14:12,noise,319A.AE_20180116011412_NO
HV,ALEP,EH,19.541178,-155.644036,2894.0,501.0,autopicker,0.9,7.409999847412109,1057.0,autopicker,0.76,hv61814556,2017-06-27 16:53:48.160000,,19.73,-155.95483,,,,12.68,,1.89,md,,,0.348,38.72,302.0,[37.79999924 38.20000076 41.70000076],[[2589.]],2017-06-27 16:53:50.560000,earthquake_local,ALEP.HV_20170627165349_EV
AT,AKUT,BH,54.13517,-165.77185,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-02-19 05:05:00,noise,AKUT.AT_200602190505_NO
C1,BI05,HH,-36.74784,-73.19051,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 02:10:12,noise,BI05.C1_20180115021012_NO
PB,B057,EH,38.0268,-122.56545,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-24 10:54:00,noise,B057.PB_201704241054_NO
PB,B045,EH,40.436,-123.9965,29.4,800.0,manual,0.64,8.800000190734863,1499.0,manual,0.64,nc72573295,2016-01-03 21:59:18.790000,,40.409,-124.5472,,,,16.4,0.21,2.32,md,,,0.4207,46.83,266.1,[44.79999924 38.5        36.79999924],[[2160.]],2016-01-03 21:59:19.590000,earthquake_local,B045.PB_20160103215918_EV
AT,AKUT,BH,54.13517,-165.77185,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-26 14:51:00,noise,AKUT.AT_201503261451_NO
C1,AC04,HH,-28.2046,-71.0739,249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 21:28:42,noise,AC04.C1_20180115212842_NO
HV,AIND,HH,19.372067,-155.457228,1524.0,800.0,manual,0.66,5.039999961853027,1193.0,manual,0.0,hv61607261,2017-02-15 14:49:11.880000,,19.509,-155.66167,,,,6.5,,0.75,md,,,0.2362,26.28,305.4,[4.0999999  3.         0.30000001],[[3172.]],2017-02-15 14:49:08.920000,earthquake_local,AIND.HV_20170215144907_EV
PB,B047,EH,40.25047,-124.17133,80.0,700.0,manual,0.68,2.3399999141693115,892.0,manual,0.59,nc72385946,2015-01-25 17:07:57.070000,,40.2415,-124.17133,,,,11.39,,1.52,md,,,0.00901,1.0,180.0,[57.70000076 51.29999924 53.09999847],[[1333.]],2015-01-25 17:07:52.410000,earthquake_local,B047.PB_20150125170751_EV
TA,A04D,BH,48.7201,-122.7063,13.0,900.0,manual,1.0,13.979999542236328,1979.0,manual,0.72,uw60603087,2013-10-02 14:26:45.370000,,48.0315,-122.6315,,,,57.23,,2.4,ml,,,0.6909,76.77,175.9,[23.89999962 23.29999924 20.29999924],[[2990.]],2013-10-02 14:26:50.350000,earthquake_local,A04D.TA_20131002142649_EV
CI,BAR,HH,32.68005,-116.67215,529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 15:56:12,noise,BAR.CI_20180115155612_NO
HV,AHUD,EH,19.371567,-155.263462,1051.0,802.0,autopicker,0.8,5.670000076293945,1217.0,autopicker,0.5,hv61657221,2017-03-23 07:27:59.230000,,19.23583,-155.39383,,,,32.83,,1.84,md,,,0.1827,20.33,222.0,[ 4.30000019  8.5        13.60000038],[[3199.]],2017-03-23 07:27:56.880000,earthquake_local,AHUD.HV_20170323072755_EV
TA,B05D,BH,48.2641,-122.096,153.0,800.0,manual,1.0,9.40999984741211,1510.0,manual,0.69,uw60397862,2012-04-30 06:55:20.290000,,47.7741667,-121.8638333,0.14,80.0,0.55,7.47,1.03,1.03,md,UW,,0.5144,57.16,162.5,[13.69999981 14.19999981  9.80000019],[[3199.]],2012-04-30 06:55:21.700000,earthquake_local,B05D.TA_20120430065520_EV
C1,AC04,HH,-28.2046,-71.0739,249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-02 14:53:00,noise,AC04.C1_201610021453_NO
GM,AA12,HN,39.53523,-121.4669,385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-06 09:10:00,noise,AA12.GM_201711060910_NO
CN,A16,HH,47.468,-70.0096,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 12:43:00,noise,A16.CN_20180116124300_NO
SN,AMD,EH,36.4526,-116.2818,775.4,400.0,manual,0.95,5.951920032501221,867.146,manual,0.0,nn00472168,2014-12-15 19:18:00.849000,,36.7245,-116.1234,,,,0.4,,0.21,ml,,,0.3,33.34,25.12,[19.20000076 16.89999962 18.29999924],[[2044.]],2014-12-15 19:18:02.800920,earthquake_local,AMD.SN_20141215191801_EV
PB,B011,EH,48.649543,-123.448192,22.0,800.0,manual,0.95,4.840000152587891,1100.0,manual,0.93,uw61094677,2015-11-30 21:06:54.550000,,48.51867,-123.243,,,,18.78,,1.53,ml,,,0.189,21.0,134.0,[16.39999962 18.10000038 17.        ],[[2108.]],2015-11-30 21:06:51.390000,earthquake_local,B011.PB_20151130210650_EV
HP,AMT,HH,37.5324,21.7089,482.0,900.0,manual,0.5,16.950000762939453,2489.0,autopicker,0.72,14759633,2010-05-13 05:59:51.25,0.68,38.4275,21.8287,0.9126,24.733,1.87437,8.96,,3.7,mb,,,0.9,99.91,186.1,[34.5        32.20000076 33.        ],[[5900.]],2010-05-13 05:59:59.200000,earthquake_local,AMT.HP_20100513055958_EV
HV,AIND,HH,19.372067,-155.457228,1524.0,402.0,autopicker,0.92,3.630000114440918,696.0,autopicker,0.64,hv60900921,2015-04-23 12:40:17.370000,,19.345,-155.30884,,,,3.16,,2.3,ml,,,0.1427,15.88,101.0,[22.70000076 26.39999962 28.89999962],[[1980.]],2015-04-23 12:40:16.980000,earthquake_local,AIND.HV_20150423124015_EV
GO,AKH,HH,41.41,43.4929,1720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-12-27 17:40:00,noise,AKH.GO_201312271740_NO
CN,A11,HH,47.2431,-70.1969,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 13:00:30,noise,A11.CN_20180115130030_NO
LD,ALLY,HH,41.6492,-80.1448,390.0,500.0,manual,0.64,7.840000152587891,1118.0,manual,0.64,ld60111911,2016-04-18 10:34:40.150000,,41.59983,-79.52283,,,,5.25,,2.13,ml,,,0.4689,52.12,96.3,[21.10000038 19.10000038 17.89999962],[[3199.]],2016-04-18 10:34:42.990000,earthquake_local,ALLY.LD_20160418103441_EV
ZQ,AAM2,HH,-26.473,27.491,1555.2,875.72,autopicker,0.7,16.350000381469727,1759.72,autopicker,0.84,913782,2007-05-25 22:10:06.700,1.61,-26.913,26.782,0.6,151.0,5.6,2.0,,1.6,ml,,,0.7727,85.76,235.2004,[19.10000038 21.79999924 20.        ],[[3199.]],2007-05-25 22:10:14.292800,earthquake_local,AAM2.ZQ_20070525221013_EV
PB,B001,EH,48.04307,-123.13141,237.0,800.0,manual,0.95,7.5,1388.0,manual,0.93,uw10813918,2011-05-07 03:35:44.280000,,48.2291667,-122.66,0.23,108.0,0.87,24.31,1.73,1.0,md,UW,,0.3666,40.73,59.6,[13.19999981  9.5         9.5       ],[[3199.]],2011-05-07 03:35:43.780000,earthquake_local,B001.PB_20110507033542_EV
AV,ANPB,EH,56.8016,-158.2829,658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 08:35:12,noise,ANPB.AV_20180116083512_NO
AU,ARPS,SH,-36.769901,141.838303,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15 02:45:12,noise,ARPS.AU_20180115024512_NO
CN,A54,HH,47.4568,-70.4134,377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 18:22:30,noise,A54.CN_20180116182230_NO
AK,ANM,BH,64.5646,-165.3732,338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-11-12 22:23:00,noise,ANM.AK_201411122223_NO
AV,AMKA,BH,51.3771,179.3,116.0,900.0,manual,0.95,8.197999954223633,1532.8,manual,0.79,ak010ft4q7ix,2010-12-10 13:19:54.176000,,51.446,178.7998,0.2,,0.0,32.5,0.7,2.3,ml,,,0.321,35.64,281.76,[45.5        39.40000153 29.        ],[[2288.]],2010-12-10 13:19:53.374000,earthquake_local,AMKA.AV_20101210131952_EV
PB,B003,EH,48.06236,-124.14086,284.7,500.0,manual,0.97,12.770000457763672,1476.0,manual,0.95,uw60882451,2014-09-18 15:04:51.210000,,48.47183,-123.27067,,,,19.65,,1.2,md,,,0.7113,79.03,55.1,[15.80000019 14.19999981 12.30000019],[[2699.]],2014-09-18 15:04:58.980000,earthquake_local,B003.PB_20140918150457_EV
DK,ANGG,HH,65.616302,-37.6371,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-16 01:56:12,noise,ANGG.DK_20180116015612_NO
PB,B049,EH,40.23731,-123.81968,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-12-24 07:51:00,noise,B049.PB_200912240751_NO
PB,B046,EH,40.32197,-124.2843,44.0,700.0,manual,0.68,5.170000076293945,1110.0,manual,0.59,nc72388186,2015-01-29 01:13:44.140000,,40.4125,-124.188,,,,28.44,,1.6,md,,,0.1171,12.96,39.0,[39.5        45.20000076 36.79999924],[[1587.]],2015-01-29 01:13:42.310000,earthquake_local,B046.PB_20150129011341_EV
PB,B065,EH,36.743667,-121.474167,643.0,800.0,manual,0.57,4.0,1105.0,manual,0.0,nc71793581,2012-05-30 14:46:43.550000,,36.6408333,-121.2625,0.05,39.0,0.14,8.89,0.43,1.62,md,NC,,0.1991,22.09,121.2,[37.         39.         35.29999924],[[2109.]],2012-05-30 14:46:39.550000,earthquake_local,B065.PB_20120530144638_EV
AE,113A,HH,32.7683,-113.7667,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-02 22:03:00,noise,113A.AE_201504022203_NO
7F,ARK1,EH,35.266602,-92.403503,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-07-30 22:03:00,noise,ARK1.7F_20100730220300_NO
HL,ATH,HH,37.97384,23.71767,93.0,700.0,manual,0.5,12.25,1574.0,manual,0.5,603758965,2013-09-08 06:22:10.98,0.81,38.6041,23.7572,0.7303,20.53,2.48127,13.56,,3.5,ml,,,0.63,70.05,182.9,[51.29999924 47.         45.09999847],[[4434.]],2013-09-08 06:22:16.230000,earthquake_local,ATH.HL_20130908062215_EV
PB,B006,EH,48.0588,-123.5008,302.0,800.0,manual,0.95,9.239999771118164,1534.0,manual,0.93,uw10818308,2011-05-26 11:50:54.030000,,47.9885,-122.7593333,0.13,116.0,0.13,21.94,0.39,1.2,md,UW,,0.5027,55.86,98.3,[21.20000076 24.         16.79999924],[[2528.]],2011-05-26 11:50:55.270000,earthquake_local,B006.PB_20110526115054_EV
GO,AKH,HH,41.41,43.4929,1720.0,500.0,manual,0.5,9.949999809265137,1230.0,manual,0.5,600979269,2012-03-17 21:52:49.12,0.98,41.6233,44.0887,1.3024,27.298,1.90289,7.57,,4.1,mb,,,0.5,55.09,244.7,[34.70000076 38.5        36.40000153],[[2733.]],2012-03-17 21:52:54.070000,earthquake_local,AKH.GO_20120317215253_EV
AV,AUSB,BH,59.333,-153.4284,230.0,497.0,autopicker,0.9,15.020000457763672,1659.0,autopicker,0.84,ak16268500,2017-07-06 16:11:29.830000,,59.8618,-152.5675,,,,82.2,,2.1,ml,,,0.685,76.38,39.86,[33.79999924 26.39999962 26.39999962],[[2857.]],2017-07-06 16:11:39.880000,earthquake_local,AUSB.AV_20170706161138_EV
PB,B049,EH,40.2375,-123.8197,117.0,1000.0,manual,0.65,11.460000038146973,1870.0,manual,0.6,nc71918476,2013-01-09 23:59:44.840000,,40.2947,-124.5732,,,,18.6,,2.6,md,,,0.5784,64.2,275.4,[41.59999847 45.40000153 37.40000153],[[2664.]],2013-01-09 23:59:46.300000,earthquake_local,B049.PB_20130109235946_EV
